hgnc_symbol,Ep26.JAK1.E139K.1,Ep26.JAK1.E139K.2,Ep26.JAK1.E139K.3,Ep26.JAK1.S703I.1,Ep26.JAK1.S703I.2,Ep26.JAK1.S703I.3,Ep26.JAK1.WT.1,Ep26.JAK1.WT.2,Exp21.JAK1.E139K.1,Exp21.JAK1.E139K.2,Exp21.JAK1.E139K.3,Exp21.JAK1.S703I.1,Exp21.JAK1.S703I.2,Exp21.JAK1.S703I.3,Exp21.JAK1.WT.1,Exp21.JAK1.WT.2,Exp21.JAK1.WT.3,Exp25.JAK1.E139K.1,Exp25.JAK1.E139K.2,Exp25.JAK1.E139K.3,Exp25.JAK1.S703I.1,Exp25.JAK1.S703I.2,Exp25.JAK1.S703I.3,Exp25.JAK1.WT.1,Exp25.JAK1.WT.2,Exp25.JAK1.WT.3
25772,ETV5,7.30829367822512,7.31790652050211,7.34576511505273,7.23051153640124,7.22546490389854,7.15330249972082,7.26059542106004,7.04995813067251,7.24908221332987,7.33941803940284,7.14811721747825,7.40180475781137,7.22319456948281,7.38810804579255,7.34876419803111,7.32413741615672,7.45099141067004,7.4356891262968,7.3918573895897,7.41228179830639,7.37968140028895,7.60781468236275,7.51431778060696,7.26730692825275,7.31242722340535,7.17723881098026
25785,RBM12,7.20278832505298,7.21031140970732,7.20768951889058,7.06647593083007,7.28366905997903,7.25462410230359,7.24769972337156,7.26008488304026,7.09495509680379,7.28853540963789,7.18530682804788,7.20813354944464,7.25564545367226,7.26150335698675,7.14621167770212,7.30436986022316,7.26985717041763,6.39274826700757,6.93493243273631,6.74817524667939,6.67258207130948,6.6698335290667,6.48439428374647,6.67635659729255,6.88313578408612,6.67916100620319
25793,SCARF2,6.86368690708391,6.58288673900045,6.74682859981498,6.63103765524171,6.80779767256888,6.51232372579041,6.81417472314277,6.7575243337769,6.43964925212024,6.64890000886585,6.42057727899234,6.61050653938161,6.54417545052745,6.68229389416001,6.58124090312659,6.72348092408559,6.72059265024893,7.0120733563829,7.12413942080075,6.8444613342345,7.2224282118144,7.18878921586959,7.02567399093444,6.97266206894091,6.93995112768805,6.90253249255647
25796,APOBEC3C,6.58024442889957,6.42983692792133,6.47336606020562,6.38863911589077,6.53280621589132,6.49813186237993,6.38817430573109,6.48657101155925,6.39070229399854,6.49088583548297,6.46597866525485,6.41106241088354,6.46908577248708,6.41081950790165,6.38802418053065,6.38222133633855,6.36735874473113,6.614204816721,6.61683244468798,6.64306229370745,6.53328097501414,6.52801421781284,6.58409078596346,6.5576897698738,6.51480920483105,6.50614123841145
25820,TPTEP2,2.35722615109365,2.33233018799316,2.1003224928621,1.89498361356275,2.18772116679205,2.12179503398255,2.07750008099715,1.8010076889879,2.0272239249883,2.2346784117607,1.98010476460432,2.42692599593191,1.77545496003987,1.96347547643651,2.04469246937909,1.89344759761261,1.84303180045009,1.69762700437848,1.42374523201489,1.41876293564974,1.48389652332233,1.16801648998251,1.38967572722192,1.38201794849253,1.8815416136261,1.88098320387376
25830,UBE2V1,6.91702555990489,6.82249711187215,6.85017629824302,6.90801294184592,6.86192614919479,6.97943134278815,6.82667888150395,6.8398159125232,7.03839845310792,6.77240308803854,6.84245903767754,6.81578260184568,6.8445693059953,6.77639365697418,6.84598818867675,6.70326808110987,6.7150757670249,6.66795397518799,6.49783717968677,6.49889704029005,6.4684552468705,6.54404316927634,6.35384898612224,6.53232102448237,6.51961791328656,6.66750012426856
25832,PTCHD4,4.49404583493415,4.43999209753765,4.40929365049241,4.22025101181014,4.26831437756754,4.32195068338262,4.44644547365405,4.38488463561339,5.03614198571465,4.90598164514879,4.8158390713328,4.93533359984135,4.81456689282817,4.78857537769951,4.82436331301998,4.63916684051507,4.83351925192712,4.79855468019748,4.98914888279428,4.88168386574933,4.74016903366482,4.5606201989331,4.7795843601879,4.79391582884574,4.70985919188672,4.88506179050523
25844,C4A,2.44847453563293,1.82110509705306,2.03136260278921,2.36604595858622,2.54950838202596,2.14887847001987,1.59008579450073,2.25460331955786,2.27526654494513,1.60565865155959,2.19400649218486,2.38793418745364,2.96782826398632,2.36047721097256,3.10694332523958,2.68352984233915,2.18005848733949,1.58570571070136,1.03362932949577,0.938477517468321,1.15105728860738,1.51284114444194,2.13524795153295,1.1266930047013,1.95636866697071,0.69669622605855
25850,N4BP2L2,4.59611740598611,4.80805284337633,4.69852441094248,5.00151698933988,4.8494009184517,4.61681094158811,4.15862839813097,4.92624473055035,4.8343669385571,3.60800604299923,4.70083912735183,3.69297223026862,3.56412718196152,4.15910788737499,4.56183433110751,4.24107969098478,4.49926394987159,4.50346899838642,4.5048298124217,4.32089552695694,4.56102652492827,4.15184792643968,4.92784123203594,4.85428136519292,4.97646235835511,4.45008131597734
25854,ZNF585B,2.23129716875419,2.4858066552981,2.13425961115709,1.5968573288646,2.15329125684199,2.28142620302651,2.00483317686771,2.29007064947274,2.50933811788339,2.4144722669962,1.8144641627052,2.12543443398102,2.48734352562128,2.28252545687957,2.6029827206265,2.57259454177664,2.06933295813075,1.90043265346564,1.17115613573742,0.990555134087494,1.64724162914082,1.27626996964513,1.18902381632663,1.65197258686668,2.36592431807682,1.86400188780527
25855,CEBPA,3.00501719253514,2.6098597500855,2.80375048358134,2.92129532220981,3.05849440035284,2.78717394993054,2.69056882170334,2.88758657093277,2.9585509881123,2.84054653459585,2.84815383837072,2.9409181233632,2.75455500756491,2.54966031703737,2.59981890054082,2.86158858603917,2.9100564085889,2.31185117217386,2.61696093309666,2.26566290474665,2.34498689765228,2.66099771378552,2.36328334866412,2.0419808692675,2.3250690149771,2.19299677356342
25856,SEPTIN7P14,2.8724629154494,2.67699316583373,2.53241692774535,2.89268458185538,3.25326355803455,2.87661491426033,3.04849873992198,2.91505806452719,3.35102167258607,3.05114820609837,3.30267250070661,3.15777187911323,3.2102669722391,3.09518707871669,3.09147034111926,3.16501948767154,3.12748770349334,3.04060004185751,2.91977977084013,2.97712761491021,2.57812495976458,2.92396012242697,3.00186116085968,2.6546301161615,3.15926383140873,3.02054217572681
25857,NUDT16L2P,1.78826124221882,2.14084973027645,2.23808380427211,2.13952904264978,2.11820103856727,1.95332183206607,2.38385232987822,2.06149608560137,2.36965257940924,2.8042348052939,2.71792037449646,2.57442572316207,2.55510130401832,2.26330203934385,2.47688280250228,2.32263332844821,2.88403650054037,2.53463342254557,2.84383822898686,2.73953852363931,2.51694530551467,2.8903728024088,2.75699227675087,2.96159622782773,3.00344943150364,2.73879087273213
25860,H2AJ,3.66340706291122,3.47425734678139,3.33792510034368,3.86352183533201,3.46775804896662,3.66577000655311,3.52800141390989,3.65310155900263,3.68351523406345,3.68037224502572,3.92855336595352,3.78542726241485,3.78378572756557,3.77480311434635,3.93274432470405,4.2272388907154,3.9973086030578,4.07321709850502,4.25144043386213,4.15920890324574,4.23711567346447,4.29769199309719,4.4645586044412,4.28445228693365,4.51886194692455,4.08250897786922
25861,UBAP1L,1.76951192950819,1.52893044040607,1.84346899141948,2.39921168037994,1.81963018301624,1.49633195893427,2.19023833184871,2.31349196955011,1.1742717004328,1.05769152275164,2.04770826157597,0.901075453917243,0.321198310414123,1.10389168210683,1.29601404313581,1.18585860356992,1.30785920109593,-2.76742085335326,-1.40056066223602,-1.5588920137764,-0.309192575052733,-2.12980198995167,-0.86988803220644,-0.830143922322031,-1.20380772987505,0.00208345595938462
25862,PGAM5,7.04961640765427,6.88875968174076,7.14087459177223,7.08644633780153,7.10673678055028,6.9373259900959,7.08126804608992,7.15032840592837,6.69337752155055,6.73360867330031,6.47863370100347,6.77330667858292,6.94941354955125,6.8946784217452,6.65931757658801,6.70144748504235,6.88360278736778,6.73955222062803,6.76297659345164,6.65783445816959,6.74485236054328,6.83889839150649,6.70681910018805,6.62459017697683,6.69348530557756,6.61719481529115
25863,ZCCHC3,5.10926769711531,4.99070769669041,5.06633397331026,5.2073690638611,5.02811964113377,5.0913152847492,5.04214213293054,5.0263835379554,5.05552580901632,5.16475043071415,5.16257394437168,5.11883858499529,5.17565005040836,5.16183706188226,5.08667742605279,5.05356753135934,5.26593687842886,5.09372993210047,5.167700037869,5.09069419725116,5.19858067991832,5.25149909623573,5.19627073251527,5.00920364981146,5.1345687732112,5.20428191520448
25866,TWF2,7.2389254239311,7.24650419317249,7.26033041898284,7.08662226023903,7.36067488089542,7.12355959102063,7.24841234523261,7.2053503310388,7.41597357759623,7.53933148256632,7.38217032827157,7.51590237550149,7.50727466890446,7.6246112207118,7.45227666826612,7.59865240099335,7.63225639067044,7.50346679840338,7.6119036814236,7.5068011360709,7.51394549647027,7.61567031116379,7.48869996481083,7.35897903074076,7.43859330266264,7.37639424717064
25867,MARS2,4.47724197344992,4.54639210241206,4.44866360713303,4.60702978741794,4.44563326431681,4.50372379521572,4.55907056520484,4.58791460921532,4.27126793743004,4.27142034312786,4.25759349817084,4.32910019381483,4.32376768594938,4.30751144092745,4.12911414580388,4.20946076105491,4.20581252700814,3.87832326148204,3.79372514963293,3.60245798968641,3.73354119842214,3.93706393360228,3.85166484527641,3.91240945365164,3.62684682989,3.65415837794318
25873,BCKDHA,5.14030104624474,4.99862873261037,5.10091678106262,5.0808695889078,5.2042277577772,4.82917677320527,5.15421484701596,5.00484434132927,5.59111713150453,5.55825442758478,5.50873483436342,5.50108770523325,5.62731192336113,5.6640158581272,5.58338349655736,5.65923112200436,5.73379855075728,6.14185845865553,6.41845715445425,6.43442968520476,6.34708506089831,6.37551073098196,6.34518179100046,6.12251397701137,6.1949840846495,6.22725917506424
25879,SMURF2P1,1.98207654950728,2.21819216770115,2.09923674247751,1.89871771070678,1.86428779434017,1.85570247214895,2.29794305514997,2.11683397183145,1.85425558922972,2.21092622855662,2.16616697670155,1.91622354972107,1.81036955238077,2.05419089626176,1.90833655234747,2.31493283908043,2.06674263390115,1.97846244870242,2.32645378391487,2.08247991886984,1.64623476339435,1.6951399536585,2.1000468690334,1.60197598568138,2.27760065738683,1.8711630810466
25914,CDK11B,7.13224320269822,7.1412550263114,7.29715740031135,7.20485424789376,7.12328023655466,7.19433369320399,7.22706659572369,7.16545543539596,7.1771569376253,7.13670815414797,7.18184966185094,7.11802015693105,7.11892577097352,7.10778601888782,7.12442023693078,7.13835337450316,7.19502125066935,7.03169493285727,7.02679715592113,6.99080804358933,7.10532466600237,6.98929728533912,6.95164374182046,7.06635802989258,6.9418658471702,7.04590312907357
25948,POU5F2,2.00468192249623,1.89121386370919,2.00670287556899,1.8755856796229,1.8432451125168,2.10381511805482,0.969547414125495,1.84012388022108,1.52044494082021,1.7896798173695,1.64402320093426,1.40948946725007,1.23286419137563,1.7207557105782,1.07262346194412,1.64156746728826,1.135837097582,0.247913680219833,1.11920659119299,1.48224167142429,0.853347389205995,1.01766773686439,1.47732664413314,1.80956813297048,2.00753247271541,1.17705363919607
25950,ABHD14A,2.93227796502218,3.11260891920736,3.14022840556621,2.92142852164584,2.73387368826508,2.86459543989656,2.79767905061317,2.98602152879901,3.35719535786264,2.90360489774009,2.83507733614602,2.67119141067943,2.53848296476963,2.85142785775906,3.07095326235627,3.01076328358868,2.81606568134967,2.52099426494945,2.43570925005671,1.96077528321548,2.22459607709765,2.15887206437527,2.48232967598244,1.89263628990711,1.83610056669522,2.02879507192068
25957,MTATP6P1,7.10005071778845,7.40156608461737,7.34971014989071,7.28298838929769,7.10721575483761,7.24003973521301,7.19557258761684,7.13648927668768,7.45741344800006,6.89196461709954,7.36465652667981,6.88581798572232,6.89349640706554,7.00472854007334,7.43618394434951,7.63973095959568,7.30199844465804,2.3226715880555,1.310891543744,0.880061389832415,0.999753458620027,1.08815799184142,0.972937553432025,1.12621459635271,1.90425655632641,2.10558461518037
25972,STIMATE-MUSTN1,3.39509459136927,3.51440944899904,3.3532174226466,3.35294006742481,3.57174143042916,3.33564458221062,3.12302625765776,3.55329708785497,3.58997027032683,3.52814938511108,3.39405494420568,3.24054784165035,3.51468260549041,2.8976034927096,2.99616541954757,3.06163153683025,3.51263455870816,3.54004041971091,3.03189013285524,3.04601881018479,3.34092264754931,3.41514699597403,3.4054541460113,3.08354879304348,2.82881735418944,3.36528824616084
25973,DSTNP2,1.6617679608761,1.54773118158577,1.51711944553202,1.25785618011582,1.19894942080837,0.912878929228698,1.2817915753582,0.939227902111165,1.64104588603236,1.28806385984398,1.86359248597866,1.40914606222271,1.39664193617846,1.51442501488963,1.5180080407371,1.49616944392827,1.52605976930807,1.8532629183604,1.73265478652388,2.10624933478613,1.94747539324981,1.78159006781747,1.90944905530214,1.79566251220852,2.05962464933921,2.08132556469435
25982,RBM14-RBM4,4.03373317872976,3.914831818015,4.11372831457079,3.45011451915943,4.19591052204256,3.76012676395274,4.55483028411202,3.97413597847174,3.82921192823786,3.52070814361998,3.32212777506188,3.42319146265812,4.21517924989904,3.73018836175656,3.29234362698275,4.44087129182111,4.13650499837096,2.72982905149056,1.87495774623869,2.75076195943093,2.56387983524489,2.6850300896074,2.09973626574079,2.56376835412207,0.737684252641785,2.84156205269268
25996,DRC12,0.397430525106169,0.875537661183359,1.05792844284209,1.28019177363182,1.58136556713551,1.227992945688,1.57255857945161,1.14580395237578,1.77243214527144,1.99165949178038,2.0615321743663,1.6563929843944,1.6404228882447,1.71380353635169,1.75102095458762,1.84735735346574,1.80814967886069,1.84829506625181,1.5868051366589,2.24799483601919,1.40100463167758,1.47147250702812,2.18109731311884,2.33178314792544,1.97900353141457,1.64436020164969
26034,FMN1,2.25914792175583,2.48117364613331,3.37282770786274,1.35482159229242,1.58798039638904,1.58523490183471,2.30960746867333,1.68795252022925,1.59302865453787,1.56065488905853,2.41467625460944,2.16150620249416,1.47913557957953,1.56005280390621,2.39628381114901,1.34914501847668,2.08732764459605,2.38757610400943,2.59109241668804,2.94852505900852,2.74554020110345,3.8234348960117,1.95443367183064,1.78223704856778,2.23511477123042,1.85929985901465
26040,ATP5MF-PTCD1,3.68574172536171,3.59396336335233,3.7614175462696,3.43580584478555,3.81031363237716,3.64444151612211,3.44852787845552,4.06515316703633,3.35196091881094,4.06251795206893,3.37680984687608,3.58996367710546,3.25571011865105,3.29366685484032,3.46496195806552,3.32080798824073,3.71632209732666,3.01905423500276,3.05972856251118,2.79068529011388,3.11703519840056,3.4128046371333,3.10039894638321,3.32704899817885,3.23635905297448,3.46849496630635
26082,HAUS5,5.52706783299427,5.68688791809673,5.69979116850098,5.66190135509574,5.61336341716603,5.56555302197139,5.60980181015255,5.73129057352406,5.63497120539092,5.43792275931732,5.63996251866243,5.59533230538949,5.41638127779992,5.65608713328503,5.77766773708235,5.61678015173235,5.83516773910092,4.9002768166895,4.78739362880543,4.77355701748629,4.80877519829208,4.75513497125121,4.76873335491066,4.7872888014593,4.65119932159658,4.8492759820251
26109,TMEM150C,2.76337721374012,3.03840548037653,2.81637491256802,2.30492707289456,2.6462550179701,2.6765000538951,2.80729317577159,2.69271950344949,2.7372986627879,2.36646109595368,2.95150988478972,2.96602956410803,2.65083136459067,2.87080788736011,2.88177386689154,2.50731317520648,2.15239233611252,2.35871429916579,2.743700488991,2.6861812765707,2.76448506894774,1.92124298332252,2.56117216516298,2.47085920367051,2.44803047062138,2.50978880455463
26150,ZNF286B,1.19520974927486,1.65381605448887,1.33812500361235,1.56146754600303,1.55774751082007,1.8003985122561,1.54866611588973,1.82672529752888,1.04548484333054,1.48428362738082,1.86422620379609,1.17329800685025,0.957233787973018,1.78315183347636,1.6072623246304,0.922425105623485,1.84146712238996,1.74567541418667,1.39389170797676,1.81435900395744,1.77671473690785,1.99243631456079,1.80741246985502,1.31879247210731,1.752560534143,1.65817579584727
26154,ZNF324B,4.22250256502536,3.97998767333392,4.2844094534114,4.22894904075728,4.19393113362305,3.9493339120169,4.33142432165267,4.08366562787359,3.98290013681255,3.66228026508004,3.55053750705713,3.81898276113688,3.63109206661761,3.75791949080521,3.48988979627528,3.76484463376962,3.63092412369599,3.23496432287742,3.34724316437105,3.19817876172149,3.19942724636489,3.38596588565742,3.01362839867257,3.15268722278611,2.82659924392256,3.00085098184317
26199,ZNF564,2.35186469212314,2.30653942964362,1.73552356929533,2.1358644665704,2.43989705131463,2.02309874701206,1.9366562267846,1.89547442108125,2.57303592744096,2.25005661010319,2.10988896868104,2.23579685513572,1.73267043571849,2.48308995742593,2.3912990867999,2.06272312957162,2.38317989159944,2.47068591572116,2.78961524968985,2.19057237295102,1.88750519120051,2.8359956243271,2.40028415623404,2.14752939590356,2.48603018810009,2.2961472184863
26222,HS3ST5,1.31684623354385,1.94143970699244,1.51165211956559,2.10840672296796,1.14378696001238,2.29804931149993,2.11038036316884,1.88876628576777,1.48255336645589,1.15701773042386,0.739196328056204,1.44484527284322,3.36704298259587,0.717004277904518,1.11565382614518,1.01512182908821,1.9222640827575,1.42752940187924,1.48651239045949,1.88086805711482,1.33865086018002,0.872487563949172,1.27144190743747,1.41387129789619,1.31028223818622,1.20287697726669
26237,PDCD6,6.96912969111685,7.02947790213987,7.0457100587254,7.0103350820055,6.98154214795347,6.95346585912595,7.0681246654663,6.99239433400709,7.12684661118046,6.97605848748748,6.9471024271701,6.97600342796577,7.12869390422633,7.05833761896658,6.98469217967743,7.23273143057794,7.13338849255634,6.63454126115923,6.84276363409215,6.80448319541535,6.77370634414848,6.90123430424193,6.8245849426424,6.7090812259058,6.75068297548718,6.66104167182671
26258,TMEM158,9.36945155951178,9.00538206556268,9.40512519822369,9.39289594934922,9.53770109012893,9.31292033263514,9.26158133971538,9.40982699205774,10.2805603147365,10.3423933644779,10.0023657380717,10.1876664039801,10.1843528049208,10.4493382428603,9.83226711393646,9.91679487823872,10.3245014471765,10.0934188130494,10.1105958261559,10.0668658052999,10.3081661611878,10.2193292104854,10.3145573760615,9.70253146478943,9.85684069720791,10.1959859913762
26265,ARPIN-AP3S2,4.45927595350704,3.94136455551388,4.15458936431057,4.48693746350973,4.48979187021746,4.54718851817745,4.36871494688641,4.42992741806989,4.22356433061656,4.32756306856756,4.32224400856663,4.34129224292062,4.41235125039449,4.29499587586506,4.46854409631301,4.47966737765883,4.46048767759087,4.89380077962073,4.83385724618335,4.8065855502734,4.54385446867484,4.94000675660071,4.74367737020103,4.61914787128355,4.69104248290686,4.77340827331695
26273,YJEFN3,5.30645641497957,5.41127124467102,5.31669051943219,5.46224009121481,5.3935112227184,5.32184741224536,5.52395981078286,5.46930914078295,4.72188551157811,4.28920968504966,4.78525585083519,4.49261429502973,3.9824890517018,4.03743527043075,4.79152531952097,4.64001661925235,4.43978889128708,1.97556201343358,1.19447890564534,1.39791009183321,0.813492585622222,0.703946830464534,2.03292355468768,0.738058533392027,1.54366596634549,1.73813664138769
26283,ARPC4-TTLL3,2.12341756953372,1.41681730957614,2.04787157273402,1.28592184055056,1.76067578293384,1.47888551629342,1.96121177574639,1.7643987733124,2.25560146866447,2.02313575586571,1.70782283711252,2.14107284467804,1.77809057547621,1.47608626065413,2.00238841043777,2.39788129974643,1.92766773258034,1.78386593454416,1.60141814721817,1.70189725368358,1.25353504152526,2.64590059278656,2.07733232779075,-0.034396576342763,2.19373996607906,1.43932756825934
26299,PKD1P6,3.30694138192406,3.10898128960299,3.22838700837111,3.72887939016079,3.15604232594149,3.50318412993887,3.79516770397207,3.89819737871361,3.22527613405927,3.10777115366702,2.94159445567738,2.84061894547997,3.06065667275592,3.67515878476998,3.93622198799835,3.37373362555111,3.80409975407216,3.06313758783626,2.91612038911527,2.93705557411714,3.15393175218745,2.7246451572137,2.89548975147296,2.82451316813306,3.34825511796759,2.20102744328498
26311,MRPS31P4,2.06688014979984,2.39835063875089,2.71500966657142,2.72238398212114,2.43634433402714,2.44831582337703,2.45262821488781,2.28861290374039,1.87026292569819,2.4025877094752,2.29907026023184,2.32567511846237,2.07571379146825,1.87842054911791,2.01949712529004,2.26072274243745,2.32909645069145,2.65131457388594,2.92164193036062,2.5066944169752,2.55156585163674,2.31863907707178,2.7377963730349,2.38668929399925,2.4951951256364,2.53260300466086
26316,ZNF718,1.75565530551336,1.71821647261219,1.53255337823548,1.75432717654654,1.53318285509588,1.29666017931185,1.94957018730044,1.63482068550191,0.748592504587214,1.34298106377409,1.24696823259802,0.870816500817122,1.21766454891604,1.39124114411208,0.955895613918599,1.06173596373292,1.36802179200594,0.915189416838025,0.5425658556488,0.181126259337121,0.79603187855755,0.651659195023146,1.06535329192515,0.746619082160107,0.441629999170376,0.794339399279543
26317,SMIM20,3.81197030258984,4.1661500664696,3.83419188746003,3.96700953095567,3.95483901794227,4.22035063593665,3.98985469540574,3.8697649673962,4.55317022222785,4.48711352427448,4.36957619288961,4.28831420004759,4.77821615724124,4.54246848534388,4.55245288205826,4.33167244973109,4.59401539310051,4.65274057032209,4.852611709865,4.82811257218333,4.7892825662732,4.73973599045729,4.7157997758262,4.74258106171421,4.7908191255968,4.78490241631515
26351,LRRC37BP1,5.15984977776962,5.05458167862747,5.13105950304428,4.84002125761481,4.9510404678001,5.00463225084491,5.01809547161437,5.04431586274472,5.07369042003494,5.12066553790413,4.99757922028371,5.23028684966944,5.21947614213819,4.81317252339127,5.05918903273177,5.18276018778225,5.09145227403568,4.75708201951088,4.81360367122161,4.77835041312605,5.01753218592284,5.0182569664487,4.71459700175164,5.07045994840247,4.84146536149767,4.79997475154592
26367,CDK3,2.17974497836698,1.64950062067513,1.88693988787435,2.46710600536104,1.67988884596349,1.02311539350886,2.10677451338146,2.12900423749587,1.80831046601361,1.40338988794187,1.37596333523481,1.92750218452243,1.56737850929846,1.55926097855977,1.46555886194213,1.77182714032326,1.6472000493672,-0.265568232720898,0.187991620890709,0.257952412022224,0.777370210039057,0.132934737267281,-1.08723960245427,0.143897227144213,0.838193766184466,0.0784088540174209
26368,GPR162,4.98912949358102,4.91446683771561,5.10910361211417,5.00864994137859,5.06786141952384,4.8507487153558,4.97189185783637,5.03060859995041,5.39321730880711,5.40983002174705,5.31103166829739,5.3046102368512,5.14468289108347,5.19908737811418,5.29936027785519,5.18120812798988,5.41878405888677,4.78361259969001,5.0364633447135,4.82927839798013,4.71201734920267,4.54827585059223,4.68722932547038,4.69077718547201,4.77046654713935,4.65486583232979
26379,ATP6V1E2,2.57269617704215,2.73454400122772,2.7106040388091,2.59336282600276,2.78951872758707,2.82693057600632,3.03052822486393,2.73103046783933,2.7664211632837,2.88591002461978,2.81770312039939,2.62104998028599,2.93725277737636,2.92497965291801,3.2308661925426,3.2856700423817,2.90665521640863,2.52190458138159,2.8804502895991,2.828050237367,2.46493164030535,2.61668381720437,2.43768304602319,2.39877519397059,2.73331159948269,2.74165621107773
26382,GLI4,7.10082754204222,7.02582256353594,7.13909802634933,7.02896151206128,7.122019174192,6.95556513131433,7.07503749454882,7.04131870011381,7.29233749205399,7.00409890259654,7.25932240307712,7.10832432052888,6.9036859299381,7.0317481488444,7.43064668552274,7.3584356100434,7.2499416726113,5.83855719597083,5.65024022625085,5.512456503148,5.59701726110508,5.5710981695145,5.70595434902782,5.63257654041926,5.71250149161239,5.69912557628037
26408,SELENOP,1.31518053356497,1.52498062250319,1.55911891769912,1.59492948625556,0.886035576801141,1.24141630216579,1.71585094709199,0.882817600714775,1.32910519171928,1.91571931915394,1.77685495450728,1.94652631498568,1.25291601128646,1.90181845170415,1.24655453895446,1.23345553389704,1.4105227639276,1.03842396366396,1.14469869791772,1.12624319366598,0.685111267831562,0.774720695516923,0.982799529510082,1.22871039341885,1.26393503643976,1.01245372438551
26486,BMS1P2,2.33206317860429,2.82831980723871,2.28942746169733,2.37200594278363,2.55789301303067,2.39976626455045,2.58875767879314,3.09633429227695,2.08038816325953,1.36382146978959,1.14035088688589,2.11013480312977,1.04636627951085,1.58344868142184,1.69665296620848,1.56728431104841,1.49931545699785,0.570323948457037,0.836381466090104,-0.129464181798107,0.596155404351109,0.788033391854138,0.119513402861856,1.11732022675715,0.751239703449307,0.91517248663654
26506,ZNF674,1.41062118635177,1.39456785445893,1.19716856448714,2.31420571717028,1.10814759413918,1.3644835121254,1.1618051364198,1.6596838812584,1.47414903145629,1.27120453991223,2.45836300336218,1.64054455792819,1.7623811967838,1.48398139007753,1.7439632828359,1.87834420728655,1.47549270646561,1.56743105429108,1.38191102239899,1.74261098022852,1.7509045060054,1.48171663326506,2.28718621546071,0.780855371123257,0.460201839220453,1.03971523877561
26507,TMED7-TICAM2,3.67924986075866,3.57490965006364,3.74416700824849,3.72784987791635,3.74186206841801,3.30400592331506,3.59218899080698,3.64863441343427,4.44792660462494,4.38658254370754,4.41233338151923,4.47714329579818,4.57931368871336,4.56865481061072,4.25154398692478,4.65670985100763,4.34428147213897,4.60791385488096,4.81220078886699,4.28403130167736,4.33162281615621,5.05111400252264,4.55089879644398,4.38714574960153,4.39516372041989,4.60440825146047
26530,SHANK3,4.57511618117533,4.57936095250397,4.69122684878068,4.57817480628992,4.76794058757026,4.63051170517206,4.67835092956968,4.72973126731874,4.53596193385368,4.24412091878112,4.24299932770455,4.30687262239322,4.39375166112325,4.35753088709424,4.17872165530739,4.48957961087674,4.61822444386803,4.58306546875448,4.18755807421861,3.92818960424032,4.21915568970151,4.25888071528546,4.57522024420762,4.13827674276159,4.26840853321108,4.05607584674758
26537,MSANTD3-TMEFF1,-0.298700487316573,0.809621666985158,1.69374120890053,0.286562130117429,1.6918352312199,1.70496948010555,2.1770640211875,2.45018152500842,1.74826803217152,2.96927547005593,3.1716200383764,2.64938037443185,2.13788629398618,2.12180827069076,2.58341129965349,2.21063717670952,0.0389242449673005,3.4726745872439,3.3694539129982,3.54756420878867,3.02720178391979,2.4994545006249,2.80945025488458,3.89079122772761,3.86608662810024,3.6154452227855
26542,ZNF550,4.86412961471781,4.99638262577626,4.86798844076601,4.91325539877664,4.65532323293357,4.62208080551293,4.84444139582297,5.01056647714491,4.8095762819964,4.85193445917184,4.527049141735,4.5932947043548,4.1079796888069,4.56786024737026,4.67432152908008,4.84718955654358,4.71842958032906,4.93436982243512,4.59751823295805,4.86186591997996,4.67540096511474,4.78648810761134,4.70563596410966,4.80898896435782,4.91524142478298,4.67602343150294
26569,RPL32P3,4.55938720355161,4.86056035255522,4.94842833698352,4.97874609161675,4.32811761836481,4.53948387772991,4.73778407144197,4.63127107464515,4.55361384088372,4.70288580785509,4.65138835175904,4.59714707058214,4.10981931598026,4.10880590326009,4.63868473329709,4.47806593655573,4.32047999373136,3.54926262108218,2.65535739527561,3.19737817754592,2.41150572031782,3.26857850041106,2.74985440507086,3.27462052351932,3.33184855955316,3.69743858032718
26575,FOXD1,7.25019906001,7.0083292138677,7.2880221669821,7.41959422709598,7.46749668295841,7.23596201197706,7.26914760511949,7.42163299603068,7.17267785116173,7.15280680340068,6.9227255186342,7.10528519750479,7.22919592846042,7.25570403467686,6.80462672651644,6.95962334154059,7.18135208090525,7.41921474069223,7.4296629039384,7.2640950786706,7.71864338189668,7.81980566639893,7.55762595053698,7.19718714327395,7.44902718134441,7.52782566645257
26577,CENPS-CORT,0.510437310601756,0.0730416440339679,1.15025440103331,1.04294470704306,1.38526708614994,1.07103525119649,0.0119453122022729,1.46644328963225,1.82592450535937,-0.531166552165134,1.70921118719884,0.939124850720663,1.37591502189921,0.674311843642222,1.1824383932934,0.101544043167369,1.8465321044898,1.11769434239741,-0.620569273474677,0.532312690561948,1.0575486388717,1.19506623968675,1.01611116393519,0.970483870340202,-1.11751862010433,-0.0038345811276108
26612,FAM86EP,1.73280027563854,0.835247976996236,1.95037645156181,1.22426187089916,2.01038392758621,0.782420829056613,1.48233651940888,1.91513660195713,1.51643445189265,0.954074653026345,1.79921248176316,0.945893442211367,1.08985103541238,2.02273487617411,0.99794064283043,1.826832061801,1.96741345232913,1.92313580363113,0.919768606734896,0.909738482572197,0.937692907911152,1.43137522432573,1.16866602886859,0.113314192905865,0.811481897410159,0.251037307681539
